e04 , 形容極度不悅。 , 去年 除夕 現在 第一 次 發燒 ， 心裡 超 < 幹 > ！ 沒破 一年 生病 紀錄 ！
巴格達 , 普通名詞。伊拉克的文化。 , 建築 用 木板 條 石膏 建成 ， 典型 < 巴格達 > 風格 。
巴 , 比喻使特定對象在競爭中落後。 , 老了 ， 騎 公路車 < 巴 > 下去 。
巴 , 比喻積極保持與特定對象之間的密切關係。 , 正式 員工 緊緊 < 巴 > 公司 不放 。
巴洛克 , 專有名詞。歐洲十七世紀所流行的一種藝術風格，其特點為追求華麗、具有繁複細節，常用於建築、音樂、文學等方面的創作。 , < 巴洛克 > 最後 逃不了 由盛 衰 命運 。
巴 , 烹調時食材過度受熱而附著在鍋壁或鍋底。 , 白木耳 不宜 久煮 ， 保持 脆嫩 ， 否則 會 變軟 、 渾湯 、 < 巴 > 鍋 。
巴 , 特定物體受力運動後重擊特定對象。 , 排球 比賽 前去 練球 ， 結果 被球 < 巴 > 。
巴 , 用力拍打球。 , 球 < 巴 > 這裡 ， 打到 額頭 。
巴 , 用手掌打後述對象的臉。 , 越來越 想給 < 巴 > 下去 ！
巴西 , 地方詞。國名，位於南美洲東部，為南美洲唯一將葡萄牙語訂為官方語言的國家。 , < 巴西 > 人 好客 舉世聞名 ， 無論 走到 < 巴西 > 任何 地方 ， 感受 熱忱 歡迎 。
巴西 , 專有名詞。治理巴西的政府。 , 四百 年前 ， < 巴西 > 擺脫 葡萄牙 王朝 統治 獨立 ， 實行 民主 政體 。
巴西 , 普通名詞。巴西的文化。 , 具有 獨特 風味 < 巴西 > 美食 ， 同樣 值得 您 嚐 。
巴 , 計算大氣壓力的單位，每平方公分受力一百達因的壓力為一巴，為英語bar的音譯。 , 最 大噴塗 氣壓 ： 10 < 巴 > 。
巴 , 身體緊靠並抓住特定對象。 , 小子 死 < 巴 > 牆 不游 。
巴黎 , 地方詞。法國首都和政治、經濟、文化與交通的中心。「巴黎市」的簡省。 , 貝克 今天 離開 < 巴黎 > 返回 華府 ， 結束 次 七天 訪問 。
巴黎 , 專有名詞。代表法國的政府。 , < 巴黎 > 表示 準備 對此 問題 妥協 ， 項 紛爭 充分 顯示 ， 諸如 法國 肉類 生產者 小小 國家 利益 團體 ， 輕易 阻礙 歐市 宏偉 計劃 。
巴黎 , 專有名詞。治理巴黎市的地方政府。「巴黎市」的縮寫。 , 北京 贏得 2008 年 奧運 主辦權 最 熱門 城市 。 倘若 敗給 北京 ， 一般 預料 ， < 巴黎 > 爭取 主辦 2012 年 奧運 。
巴黎 , 普通名詞。巴黎的文化。 , 接下來 行程 法國 享受 < 巴黎 > 風情 ， 二月 十六日 結束 所有 活動 ， 返回 台北 。
巷 , 普通名詞。地址的編制之一，由路或街分支出的次要道路。 , 使用 GPS 設定 路 、 < 巷 > 、 弄 ， 門牌號碼 精準 鎖定 ！
巷 , 普通名詞。較狹窄的路。常用接尾詞。 , 妳 記得 ﹖ 後 < 巷 > 裡邊 高老全 小兒子 。
巾 , 普通名詞。小塊的布。常用接尾詞。 , 我頭 上 綁塊 < 巾 > ， 舞蹈室 裡 對著 牆壁 跳 支舞 。
市中心 , 一個地方中交通商業發達的區域。 , 首都 機場 北京 < 市中心 > 約 多 小時 。
市區 , 地方詞。特定區域內商業集中的地區。 , 新鎮 規劃 都市 風格 塑造 原本 較 舊 < 市區 > 更新 容易 多 。
市區 , 地方詞。特定都市的範圍內。 , 倫敦 計程車 黑色 為主 ， 古樸 沈穩 外觀 成 < 市區 > 觀光 遺漏 重點 。
市 , 地方詞。商品集中進行交易買賣的場所。常用接尾詞。 , < 市 > 上 回來 以後 ， 曾子 捉 隻 豬 預備 去殺 。
市 , 地方詞。地方政府行政區域之一，通常人口集中，人口達到一定標準。常用接尾詞。 , 台北 、 華江 等 橋樑 改建 ， 興闢 十條 < 市 > 東西向 快速 道路 。
市場 , 地方詞。商品集中進行交易買賣的場所。 , 許多 遊民 一樣 ， 晚上 睡 三水 < 市場 > 裡 打烊 豬肉攤 上 ， 白天 打零工 。
市場 , 普通名詞。依特定交易行為而界定的可能消費群。 , 今年 整個 聖誕 禮品 < 市場 > 上 ， 大體而言 ， 玩具 仍 主力 商品 。
市場 , 普通名詞。指商品在市場中的供需關係及消費者的接受度。 , 先 了解 < 市場 > 、 掌握 < 市場 > ， 設廠 製造 最 穩當 作法 。
市場 , 普通名詞。比喻求職者與就業機構間的供需關係。 , 另要 尋覓 事業 第二春 的話 ， 必須 考慮 個人 體力 接受 < 市場 > 考驗 能力 好壞 ， 否則 再度 就業 可能性 大 。
市場 , 普通名詞。比喻特定觀點或理論普及的範圍和大眾的接受情況。 , 資本主義 之所以 大陸 < 市場 > ， 說明 中共 過去 工作 錯誤 。
市場 , 普通名詞。股票買賣的交易體系。 , 項 宣佈 引發 俄羅斯 金融市場 進一步 恐慌 ， 同時 震撼 全球 金融 < 市場 > 。
市 , 專有名詞。姓。 , 太子 因要 黨 聚眾 ， 將軍 < 市 > 被圍 公宮 ， 攻子 ， 不克 。
市府 , 地方詞。市政府的建築物及建築物所在的位置。 , 離開 < 市府 > 當天 ， 太太 陪 散步 回家 濮大威 心事 重重 。
市府 , 普通名詞。市級最高行政機關。「市政府」的簡省。 , 台中 < 市府 > 提供 祈福 卡給 民眾 ， 胡志強 寫下 「 平安 喜樂 」 「 曉鈴 加油 、 我愛 妳 」 2 張 祈福 卡 。
市政府 , 地方詞。市政府的建築物及建築物所在的位置。 , 當天 演唱會 完全 免費 ， 同時 < 市政府 > 大門 前 原住民 文物 義賣 ， 義賣 所得 當做 原住民 社會 服務 金 。
市政府 , 普通名詞。市級最高行政機關。 , < 市政府 > 臺北 發展 最 新 規劃 未來 容納 三百五十萬 人 。
市 , 普通名詞。指商品在市場中的供需關係及消費者的接受度。 , 兩 人 決定 合組 公司 時 二十九 歲 ， 一起 一家 規模 大 官僚 不堪 ， 及時 反應 < 市 > 情 變動 電子 公司 工作 。
市民 , 普通名詞。介於上層和下層社會之間的社會階級。 , 現代 「 < 市民 > 社會 」 都市 計畫 優先 考量 < 市民 > 利益 需要 。
市民 , 普通名詞。設籍在特定城市的居民。 , 改善 交通 ， 以及 減少 車禍 發生 ， 台北 < 市民 > 關心 問題 。
市立 , 形容由市政府所設立的。 , 該 歌劇院 1932 年 完成 ， 美國 第一 座 < 市立 > 歌劇院 。
市議會 , 地方詞。市議會的建築物及建築物所在的位置。 , 當時 龍山寺 董事長 黃崇西 帶領 信眾 臺北 < 市議會 > 陳情 抗議 。
市議會 , 普通名詞。市級民意機關。 , 臺北市 建設局 特別 舉辦 項 儀式 ， 感謝 < 市議會 > 等 單位 支持 。
布 , 分佈在範圍內的所有地方。 , 寶劍 十二年 磨一次 ， 劍刃上 總像 < 布 > 一層 霜雪 似的 。
布 , 專有名詞。姓。 , 車子 開到 處 私人 莊園 ， 姓 < 布 > 做 一聲 暗號 ， 門便 開啟 。
布 , 專有名詞。美國好萊塢演員。「布萊德．彼特」的縮寫。 , 報導 引述 麥克道格拉斯 的話 ， 質疑 < 布 > 裘戀 長久 。
布 , 專有名詞。美國第五十一任總統。「布希」的縮寫。 , 這場 高峰會 < 布 > 、 戈二人 一年餘 之內 第五 度 會談 。
布 , 專有名詞。美國第五十四及五十五任總統。「布希」的縮寫。 , 眾所矚目 < 布 > 胡會 ， 美東 時間 20 日 早上 10 點鐘 左右 白宮 舉行 。
布 , 形容以布為材料製成的。 , 下意識 地 對著 戴 < 布 > 帽 女人 " 哈囉 " 。 反應 ， 眼睛 定在 臉 上 。
布 , 普通名詞。棉麻或絲綢紡織品的總稱。常用接尾詞。 , 除了 圍在 腰間 一塊 < 布 > ， 一無所有 。
布 , 有規劃地安排特定事件。 , 棋子 功能 按 < 布 > 棋 位置 定 。
布朗 , 專有名詞。外文名字。 , 先發 球員 中鋒 杜希帝 、 大 前鋒 藍斯 、 小 前鋒 < 布朗 > 。
布 , 設置後述裝置。 , 陷進去 ， 天哪 ， 什麼 犯罪 組織 ？ 換換 腦子 ， 情網 。 < 布 > ？
布農族 , 專有名詞。臺灣地區原住民族之一，分布在南投、高雄、臺東、花蓮的山區。 , 搶婚季 < 布農族 > ， 其他 各族 。
布農族 , 普通名詞。布農族的文化。 , 各 教會 發展出 宗教 活動 大 不同 ， 天主教 允許 宗教 儀式 融入 地方 色彩 ， 發展出 < 布農族 > 式 聖誕節 。
帆 , 以帆布製成的。 , 下雨天 該 穿 < 帆 > 鞋 涼 拖 ？
帆 , 普通名詞。接尾詞。以棉麻或其他類似材料製成的粗厚的布。 , 想 街上 買雨 < 帆 > ， 蒙古包 蓋住 也許 能止 漏 。
帆 , 普通名詞。桅上掛帆，利用風力前進的船。 , 過盡千 < 帆 > 偏偏 掠影 浮光 ， 千 < 帆 > 過盡 仍 最 寂寞 海洋 。
帆 , 普通名詞。棉麻或其他類似材料製成，掛在船桅上的厚粗布蓬。 , 首度 橫越 大西洋 ， 當時 引擎 可靠 ， 船上 帶著 < 帆 > 槳 以防萬一 。
希望 , 心中存有完成後述事件的願望。 , 學校 高中部 < 希望 > 成績 優良 同學 能夠 直升 高中部 。
希望 , 普通名詞。對特定事件的願望與期待。 , 生命 動態 ， 充滿 < 希望 > ， 從前 做得 不夠 好 ， 今天 開始 更 好 。
希望 , 普通名詞。比喻願望所寄託的特定對象。 , 貧窮 小孩 眼中 老師 < 希望 > 。
希望 , 普通名詞。特定事件實現的可能性。 , 男子賽 一場 硬仗 ， 選手 臨場 表現 好 ， < 希望 > 擠進 前六強 。
希特勒 , 專有名詞。德國國家社會黨（簡稱納粹）領袖，第二次世界大戰參戰國領袖之一。 , 現在 很多 良知 中國人 ， 共產黨 比擬成 德國 納粹 首領 < 希特勒 > 。
帖 , 專有名詞。姓。 , 明代 < 帖 > 晏 。
帖 , 普通名詞。傳達特定訊息的文書。常用接尾詞。 , 軍 < 帖 > ， 盼來 ， 兵單 。
帖 , 普通名詞。臨摹書畫用的樣本。常用接尾詞。 , 掌握 正確 坐姿 執筆 、 運筆 方法 後 ， 抓住 < 帖 > 裡 特徵 臨寫 。
帖 , 普通名詞。通知特定對象前往參加特定活動的卡片。 , 結婚 記得 發 < 帖 > 給 。
帖 , 計算特定食材配方的單位。 , 提供 兩 < 帖 > 防治 頭皮屑 食療 藥膳 ， 供 民眾 參考 。
帛 , 地方詞。國名，位於西太平洋的島國，首都為科羅。「帛琉」的縮寫。 , < 帛 > 國 法院 分為 最高法院 、 國民 法院 土地 法院 。
帛 , 專有名詞。姓。 , < 帛 > 敞 ， 漢朝 人 ， 任 武威 將軍 。
帛 , 專有名詞。治理帛琉的政府。 , 項 充滿 島國 風情 首映 活動 有助於 促進 中 < 帛 > 文化 交流 。
帛 , 普通名詞。絲織品的通稱。 , 單于 上書 願朝 河平 四年 正月 ， 遂 入朝 ， 加賜 錦繡 繒 < 帛 > 二萬 匹 ， 絮 二萬 斤 。
帝 , 專有名詞。姓。 , < 帝 > 嚳 行政 大公無私 ， 明察 善惡 能力 。
帝 , 普通名詞。在同類對象中最顯著且帶有男性特質的特定對象。 , 泰國 熱帶 水果 便宜 ， 品種 很多 ， 一定 要多 吃 ， 但要 注意 衛生 ， 榴蓮 水果 < 帝 > ， 山竹 水果 之后 。
帝 , 普通名詞。在特定領域裡表現傑出且具有權威的男子。 , 織田裕二 真是 了不起 日劇 < 帝 > ， 木村 齊名 ！
帝 , 普通名詞。在競賽中奪冠的男子。 , 李奧鈉多 希拉蕊 分奪 金球 < 帝 > 后 。
帝 , 普通名詞。統治帝國的君主。常用接尾詞。 , 石濤 兩 次 接駕 康熙 < 帝 > ， 獻 詩畫 ， 稱臣 僧 具體 表現 。
帥 , 上級帶領下級做後述事件。 , 季孫 斯 、 叔孫 州仇 、 仲孫 何忌 < 帥 > 師 伐 邾 。
帥 , 專有名詞。姓。 , < 帥 > 先生 6 朋友 。
帥 , 形容對特定對象的正面評價極高。 , < 帥 > ！ 逆轉 勝 ！
帥 , 形容男子的面貌具有美的特質。 , 年輕人 穿起來 < 帥 > 神氣 。
帥 , 普通名詞。比喻在團體中扮演領導角色的人。 , 韓國 鐵 < 帥 > 李章 洙 北京 國安 執教 感覺 並不是 順心 。
帥 , 普通名詞。比喻能力比較好的人。 , 台啤 三 < 帥 > 演戲 竟 扯到 黑白配 。
帥 , 普通名詞。象棋遊戲中所使用的棋子之一，以捕獲「帥」來決定勝負。 , < 帥 > 遭卒 吃 ！
帥 , 普通名詞。軍隊中最高的領導人。 , 軍 無 < 帥 > ， 群龍 無首 。
師 , 向後述對象學習特定知識技能。 , 入行 算早 ， 民國 六十三年 進入 鴻運 川菜 餐廳 ， < 師 > 吳德興 。
師大 , 地方詞。臺灣師範大學的建築物及建築物所在的位置。「臺灣師範大學」、「台灣師範大學」的縮寫。 , < 師大 > 校園 各 處 布告牌 上 ， 學生 常常 看到 一些 演講 海報 。
師大 , 專有名詞。臺灣國立大學之一，位於臺北市大安區。「臺灣師範大學」、「台灣師範大學」的縮寫。 , 不少 教師 反對 聲浪 下 ， < 師大 > 改變 做法 ， 老師 決定 願不願意 學生 評量 。
師 , 專有名詞。姓。 , 我姓 < 師 > ， 我家 湖南 ， 常常 想 ， 為什麼 姓 < 師 > 人 那麼少 。
師 , 專有名詞。易經卦名，易經六十四卦之一，坎下坤上。 , < 師 > 卦 ， 坤得朋 、 喪朋的象 。
師 , 普通名詞。受到尊重，可以向其學習特定知識技能的人。 , 誠如 梁漱溟 所 ， 中國人 拜 孔子 < 師 > ， 企圖 道德 取代 宗教 。
師 , 普通名詞。從事教學工作的人。 , 永和 國小 舉辦 別出心裁 親 < 師 > 藝文展 ， 禮堂 布置 美術館 。
師 , 普通名詞。接尾詞。以前述知識技能為職業的人。 , 神腦 國際 專業 維修 < 師 > 現場 您 服務 ， 歡迎 各 廠牌 手機 維修 。
師 , 普通名詞。比喻可作為學習或模範的特定對象。 , 一下 拜雨為 < 師 > 。 一下 拜風為 < 師 > ， 只學 一樣 武功 。
師 , 普通名詞。軍隊編制之一，隸屬在「軍」之下，「旅」之上。 , 坦克 < 師 > 步兵 掩護 ， 不然 早 反 坦克 炮打得 稀巴爛 。
師 , 比喻從後述對象中獲得經驗並學習。 , 王甲 低聲 道 ： 「 小王 父王 叫去 ， < 師 > 漢人 之技 以制 漢人 。 」
師範 , 地方詞。師範的建築物及建築物所在的位置。「師範學院」的簡省。 , 附屬 小學 設立 < 師範 > 附近 ， 配備有 教學 經驗 校長 、 教師 比較 完備 教學 設備 。
師範學院 , 地方詞。師範學院的建築物及建築物所在的位置。 , 民國 四十一年 現今 台北 市立 < 師範 學院 > ， 舉行 第一 屆 大學 聯合 運動 大會 。
師範學院 , 普通名詞。專門培養小學師資的獨立學院。 , 國立 台北 < 師範 學院 > 徵 助理 教授 ( 含 ) 以上 師資 二 名 。
師範 , 普通名詞。供人學習的對象。 , 從此 ， 對何 立偉 先生 作品 便 喜愛 關注 ， 關注 學習 ， 心 裡 私下 引為 < 師範 > 。
師範 , 普通名詞。專門培養小學師資的獨立學院。「師範學院」的簡省。 , < 師範 > 畢業 不久 ， 升學 念 師大 。
師範 , 普通名詞。從事教學工作的人。 , 原來 家中教 十二 名 吹打 小廝 ， 兩 < 師範 > 領著 上來 磕頭 。
師範 , 比喻從後述對象中獲得經驗並學習。 , 裴秀 " 六體 " 製圖 新意 ， < 師範 > 其法 ， 製圖 不足 ， 輔以 別錄 。
師 , 計算軍隊中師的單位。 , 今日 南方 護法 而戰 真正 愛國 陸軍 ， 十五 < 師 > 。
師院 , 地方詞。師範學院的建築物及建築物所在的位置。「師範學院」的簡省。 , 「 臺東 劇團 」 ， 明天 晚上 七點半 ， 嘉義 < 師院 > 附小 禮堂 演出 舞臺劇 「 後山 煙塵 錄 」 。
師院 , 普通名詞。專門培養小學師資的獨立學院。「師範學院」的簡省。 , 國立 臺南 < 師院 > 第七 屆 振鐸 文學獎 ， 昨天 評審 結果 出爐 。
席 , 專有名詞。姓。 , 剛剛 聽 < 席 > 小姐 的話 ， 並不是 樣子 。
席 , 普通名詞。在特定領域中所具有的重要地位的單位。 , 兩千多 年 歷史 ， 素以 「 絕活 」 細膩 見長 ， 國際 馬 戲界 中 占 重要 < 席 > 中國 雜技 藝術 許多 德國人 來說 同樣 陌生 。
席 , 普通名詞。宴請賓客或聚會的事件。 , 整個 餐會 < 席 > 開 五十 桌 ， 場面 更 浩大 。
席 , 普通名詞。座位。 , 圍爐 中 家人 外出 趕 回來 時 ， 必須 空出 < 席 > ， 表示 家人 懷念 。
席 , 普通名詞。選任或聘任會議中代表的人數。 , 新 立法局 中 ， 民主黨 共佔 十九 < 席 > ， 最 大黨 。
席 , 普通名詞。鋪在地面床面以供坐臥的片狀物，通常以藺草或竹片製成。常用接尾詞。 , 盛開 櫻花 下 野餐 ， 鋪 < 席 > 子 坐下來 ， 家人 、 親戚 、 朋友 、 同事 在一起 ， 痛痛快快 地 大吃大喝 天黑 。
席 , 準量詞。計算宴請賓客或聚會的事件的單位。 , 眾人 < 席 > 酒菜 吃 非常 開心 ， 氣氛 十分 融洽 。
席 , 計算一個或一個以上的說話者從頭到尾所說的言談的單位。 , 父親 < 席 > 話 激起 奮發向上 雄心 鬥志 。
席 , 計算在特定領域中所具有的重要地位的單位。 , 資訊 技術 產業 過去 十年 多來 發展 ， 世界 市場 上 佔有 < 席 > 顯著 地位 。
席 , 計算座位的單位。 , 小吃店 面 陳設 簡單 ， 店方 後方 備有 多 < 席 > 雅座 ， 提供 寬敞 用餐 空間 。
席 , 計算菜餚、酒席等的單位。 , 起 更 時分 ， 明禮 坊孫府 堂開 盛筵 ， 鴻泰 三位 東主 作東 ， 叫來 十 < 席 > 席 酒菜 。
席 , 計算蓆子、被褥等寢具的單位。 , 夜半 並肩 躺 床板 上 ， < 席 > 被子 捲住 兩 人 ， 而言 ， 今夜 難眠 夜 。
席 , 計算衣物的單位。 , 純淨 白色 短 睡袍 ， 彷彿 進入 海外 度假 般 情境 ， < 席 > 潔白 睡袍 ， 袍內 一絲不掛 更 增添 濃濃 愛意 ！
席 , 計算選任或聘任會議中代表的人數的單位。 , 得十 < 席 > 自由黨 四 < 席 > 民協 議員 ， 立場 不明 。
帳 , 普通名詞。以紡織品或類似材質做成的有居住功能的器具。常用接尾詞。 , 尚有 2 設備 完善 野地 < 帳 > 營區 ， 營區 內有售 汽油 機油 。
帳 , 普通名詞。應付的款項。 , 待 我付 < 帳 > ， 巷口 看 ， 果真 走 。
帳 , 普通名詞。收入和支出的記載。常用接尾詞。 , 三 兄妹 從來 不分 錢 錢 ， 存過 錢 ， 店 裡 < 帳 > 天 媽媽 簽 。
帳 , 普通名詞。比喻他人的預期與要求，常與「買」、「賣」連用。 , 天來 新兵 ， 不賣 < 帳 > ， 兩 人 打 一架 ， 新來 挨 頓狠 揍 。
帳 , 普通名詞。比喻心中對特定事件的計畫，通常是為了自己的利益。 , 女人心 裡 本 < 帳 > ， 記錄 。 想 吵架 ， 會 歸納出 無數 不足 。
帳 , 普通名詞。比喻應負的責任。 , 恩恩怨怨 這筆 < 帳 > 該 了結 ， 等 什麼 時候 死了 ， 陰司 地府 咱們 再算 。
帳 , 普通名詞。記載收入和支出的本子。 , 民國 七十年代 ， 很多 外商 銀行 了解 國內 企業 習於 做 兩 套 < 帳 > 、 吃 倒帳 經驗 。
帶 , 上級帶領下級做後述事件。 , 天 < 帶 > 成千 工人 ， 鑿 山洞 ， 造 橋樑 。
帶 , 以法律或其他強制力量將後述對象押到後述地點。 , 偷竊 行為 ， 老師 原諒 ， 請 警察 < 帶 > 走 。
帶 , 使特定對象跟著有支配權的人移動。 , 雙方 唱歌 、 跳舞 盡興 之後 ， 新郎 < 帶 > 新娘 回 男方 家 。
帶來 , 有支配權的人使後述對象到達特定地點。 , 馬來西亞 勁青 龍獅團 少年 < 帶來 > 類似 廣東獅 俏皮 演出 ， 青獅 動作 活潑 、 表情 豐富 。
帶來 , 比喻特定對象因特定原因而被引到特定空間內。 , 莫拉 克 < 帶來 > 旺盛 氣流 重創 南 台灣 。
帶來 , 比喻特定抽象對象被引進特定領域。 , 改革 < 帶來 > 社會 經濟 結構 大 調整 ， 人們 增加 收入 ， 改善 生活 願望 喚醒 強化 。
帶 , 前述對象有後述疾病病原或抗體。 , 德國 至今 6 個州 通報 禽流感 疫情 ， 超過 150 隻 野鳥 1 隻 貓 驗出 < 帶 > H5N1 病毒 。
帶 , 前述對象本身有後述成分存在。 , 有些 老人 說話 < 帶 > 濃重 鄉音 ， 溝通 困難 。
帶 , 前述物體移動時的力量影響後述物體使其跟著前述物體移動。 , 當 風從 向風面 快速 吹過 ， 沙粒 便 風 < 帶 > ， 沿著 向風面 斜坡 跳躍 上 。
帶動 , 帶領後述對象做特定動作。 , 一瞬間 ， 小 指揮 已站 大家 面前 ， 舉起 雙手 準備 < 帶動 > 大家 唱 國歌 。
帶動 , 比喻進行事件以達到後述狀態。 , 一連串 革新 政策 ， < 帶動 > 社會 治安 改善 。
帶動 , 藉動力使相連接的部件和主體一起運作。 , 風車 藉著 年 四季 北海 颳來 強勁 海風 ， 咕嚕 作響 風車 日夜 掄著 四臂 ， < 帶動 > 齒輪 葉片 汲水 。
帶 , 在主要物品中，另外搭配後述次要物品或配件。 , 一間 < 帶 > 家具 臥房 出租 ， 請 先進 來 看看 。
帶 , 將物品放在能發揮物品功能的人的身體特定部位。 , 外型 柳葉 ， 稱為 柳葉琴 。 中指 < 帶 > 指套 演奏 。
帶 , 將物品繫掛在身上。 , 人們 端午節 天 ， 身上 < 帶 > 香包 ， 喝 雄黃酒 。
帶 , 專有名詞。姓。 , 六國 之士 ， 吳起 、 孫臏 、 < 帶 > 陀 、 倪良 、 王廖 、 田忌 之倫制 其兵 。
帶 , 對等連接詞。將後述對象包括在特定範圍。常用「連…帶…」。 , 小偉 走到 地下室 入口 ， 小偉 連車 < 帶 > 人 ， 一樓 摔進 地下室 。
帶 , 接回後述對象。 , 八月 中 個人 東京 旅行 ， 民宿 老闆娘 一家人 親切 ， 還會 車站 < 帶 > 。
帶 , 普通名詞。以不同顏色代表能力的等級的帶子，通常用於跆拳道、空手道、柔道等競技運動。常用接尾詞。 , 從白 < 帶 > 晉級 黃 < 帶 > ， 第一 次 晉級 檢定 ， 心裡 緊張 。
帶 , 普通名詞。以經濟活動所定義的地理區域。常用接尾詞。 , 北韓 呼籲 南韓 提供 協助 ， 提高 西南部 稻米 < 帶 > 農 產量 。
帶 , 普通名詞。具有特定性質的地理區域。常用接尾詞。 , 繼 塔里木盆地 油田 後 ， 重大 突破 ， 目前 發現 十 含 油氣 有利 構造 < 帶 > 。
帶 , 普通名詞。具有相同特質的同類對象聚集的帶狀區域。 , 台灣 腔吻 鱈齒 錐狀 ， 多列 排列成 寬齒 < 帶 > 。
帶 , 普通名詞。影音作品的內容錄製成的產品的單位。 , 次 畫展 共有 三位 展出 者 ， 共 錄製 三套 錄影帶 ， < 帶 > 介紹 位 創作者 。
帶 , 普通名詞。接尾詞。窄而細的運輸軌道。 , 丁 州政府 建議 中鋼 建造 運送 < 帶 > 系統 ， 連繫 廠房 碼頭 ， 中鋼 認為 此舉 增加 生產 成本 。
帶 , 普通名詞。接尾詞。窄而細的長條物，通常用於綑綁。 , 止血 < 帶 > 止血 法是 用於 四肢 所有 止血 法 最後 道 防線 。
帶 , 普通名詞。接尾詞。雲、雨、水氣及冷、熱空氣等聚集的區域，會造成特定天氣變化。 , 台灣 地區 今 、 明兩天 受 鋒面 < 帶 > 影響 ， 各 地 陣雨 雷雨 ， 局部 地區 大雨 發生 ， 請 注意 。
帶 , 普通名詞。特定地點及與其相連的地區。 , 巴東 海灘 < 帶 > 普吉島 最 熱鬧 區域 ， 老外 最愛 天堂 。
帶有 , 前述對象有後述疾病病原或抗體。 , 幸而 國內 一群 人 ， 慣常 島內 南北 奔波 ， 以身試 蚊地 捕捉 < 帶有 > 登革 病毒 蚊子 面不改色 。
帶有 , 前述對象本身有後述成分存在。 , 騎 腳踏車 ， 行在 田間 小徑 上 ， 眼前 盡是 一片 < 帶有 > 小 稻穗 水稻 ， 晨風 推送 下 翻著 綠浪 。
帶有 , 在主要物品中，另外搭配後述次要物品或配件。 , 房子 用 石頭 紅磚 砌造 ， 考究 ， < 帶有 > 花園 。
帶 , 有支配權的人使所支配的特定對象跟著自己移動。 , 救火 何等 緊急 任務 ， 消防隊 竟然 糊塗 得忘 < 帶 > 水龍頭 。
帶有 , 斷定特定對象有後述性質。 , 情緒化 社會 評判 規範 大多 封建 正統 觀念 逐漸 引伸出來 ， < 帶有 > 很多 盲目性 。
帶有 , 有支配權的人使所支配的特定對象跟著自己移動。 , 這麼一來 ， 屋中 便 人身 上 < 帶有 > 兵刃 ， 更加 不怕 各 人 反抗 。
帶有 , 比喻具有後述意義或情感。 , 薛蘋 和氣 、 甚至 < 帶有 > 幾分 惋惜 地 ： 以後 可能 找不著 比 阿眉 更 好 姑娘 。
帶有 , 類似的兩種以上對象在同一空間範圍內同時存在。 , 牠 皮膚 柔軟 黏滑 ， 背面 暗褐色 < 帶有 > 斑點 ， 腹部 黃色 。
帶 , 比喻具有後述意義或情感。 , 二十多 歲 ， 漂亮 纖瘦 ， 隨時 < 帶 > 種 謙虛 笑容 。
帶 , 比喻將人帶領到特定狀態。 , 欣賞 音樂 ， 別人 < 帶 > 進入 世界 。
帶 , 比喻承受特定罪名。 , 現在 身 < 帶 > 死罪 重犯 。
帶 , 比喻特定男子的配偶與他人交往。常與「綠帽」連用。 , 公主 王子 分開 一段 時間 ， 公主 給 王子 < 帶 > 綠帽 。
帶 , 比喻過度稱讚特定對象以提高其地位。常與「高帽」連用。 , 雖說 頒獎 典禮 未 正式 舉辦 ， 主持人 們 互給 對方 高帽 < 帶 > 。
帶 , 比喻領導事件進行或發展的方向。 , 久聞 黃小琥 很會 < 帶 > 氣氛 ， 開場 在場 觀眾 笑聲 連連 ！
帶 , 發揮個人領袖特質帶領後述對象，通常用於正面。 , 對事 嚴厲 、 對人 溫柔 ， 李焜耀 < 帶 > 員工 方法 。
帶給 , 前述對象製造新的印象，並提供讓後述對象體驗。 , 經驗 ， < 帶給 > 活生生 禪趣 體驗 。
帶給 , 攜帶物品給後述對象。 , 臨時 妹妹 跑到 外面 買 一些 零食 ， < 帶給 > 吃 。
帶 , 經過時順便把門或窗戶關上。 , 修米 縱身 被窩 裏 爬出 ， 伸手 推開 窗戶 ， 閃身 出去 ， 輕輕 窗戶 < 帶 > 好 。
帶 , 表同時進行兩個動作。常用「連…帶…」。 , 吃飽 之後 ， 吉弟 連說 < 帶 > 比畫 地 述說 夢 中 奇遇 。
帶 , 計算影音作品的內容錄製成的產品的單位。 , 吃 核桃 方法 ， 用力 夾 ， 脆脆 核桃 當然 全碎 。 以後 打算 錄一 < 帶 > 夾 核桃 DV ， 供出 參考 。
帶 , 計算看似帶狀景物的單位。 , 荷生 上得 樓來 ， 只見 < 帶 > 遠山 正 對著 南窗 ， 蒼翠 如滴 。
帶 , 負責主持或推動事件的進行。 , 我五 歲 < 帶 > 教會 ， 跟著 大人 讀 聖經 、 學 禱告 。
帶 , 負責嬰幼兒或兒童主要的照顧和教養工作。 , 種 叫 蹼腳鷸 鳥 ， 完全 由雄鳥 負責 孵蛋 、 < 帶 > 孩子 。
帶 , 購買並將貨品帶回。 , 嘉義 吃 雞肉飯 ， 幫 < 帶 > 碗 ?
帶 , 走在前面，引導前進方向。 , 同學 凱達格蘭 遺址 地圖 上 ， 沒去 過要 人 < 帶 > 迷路 。
常務 , 形容組織或機關的職位，從同等地位的一群人中，選出另一組人並賦予其更高的責任。 , 接連 選上 國民黨 中央委員 、 中華 籃協 < 常務 > 理事 、 台北市 體育會 理事 。
